model,day,hour,pv_kw,temp_outdoor,n_home,battery_soc,ev_soc,cumulative_import_kwh,cumulative_export_kwh,step_bill_vnd,total_bill_vnd,comfort_score,wm_remaining,dw_remaining,action_battery,action_ac_living,action_ac_master,action_ac_bed2,action_ev,action_wm,action_dw,reward,temp_living,temp_master,temp_bed2
PPO,3,18,0.0,31.535533905932738,2,0.1,1.0,14.126822710037231,36.0045610666275,0.0,28027.616256713867,44.05097198486328,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,0.35735654830932617,-0.14584767818450928,-3.8079663515090942,28.344606399536133,29.267742156982422,28.845199584960938
PPO,3,19,0.0,30.5,2,0.1,1.0,14.126822710037231,38.85456097126007,0.0,28027.616256713867,42.19926452636719,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,0.5688433647155762,0.010334588587284088,-4.434056520462036,28.56014633178711,29.390968322753906,29.010679244995117
PPO,3,20,0.0,29.294095225512606,2,0.1,1.0,14.126822710037231,41.70456087589264,0.0,28027.616256713867,41.83229064941406,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,0.9279917478561401,0.2777305543422699,-4.668456554412842,28.633541107177734,29.38128089904785,29.039020538330078
PPO,3,21,0.0,28.0,2,0.1,1.0,14.126822710037231,44.55456078052521,0.0,28027.616256713867,42.473472595214844,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.6347059011459351,-4.4654860496521,28.570186614990234,29.243152618408203,28.935117721557617
PPO,3,22,0.0,26.705904774487397,2,0.1,1.0,14.126822710037231,45.95751166343689,0.0,28027.616256713867,44.573089599609375,0,0,-1.0,-1.0,-1.0,-1.0,-0.5865573883056641,1.0,0.976007342338562,-10.889438390731812,28.383758544921875,28.98942756652832,28.712196350097656
PPO,3,23,0.0,25.5,2,0.1,1.0,14.646592855453491,45.95751166343689,1031.2239685058594,29058.840225219727,49.36578369140625,0,0,-1.0,-1.0,-1.0,-1.0,-0.03720854967832565,1.0,1.0,-9.141613461494446,28.095382690429688,28.640483856201172,28.390975952148438
PPO,4,0,0.0,24.464466094067262,2,0.18421050906181335,0.4870545268058777,4.650000095367432,0.0,9225.600189208984,9225.600189208984,100.0,1,0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,-6.05810100962899,24.946447372436523,24.946447372436523,24.946447372436523
PPO,4,1,0.0,23.669872981077805,2,0.1,0.6620545387268066,9.300000190734863,0.0,9225.600189208984,18451.20037841797,100.0,0,0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,-5.084616991996765,24.818790435791016,24.818790435791016,24.818790435791016
PPO,4,2,0.0,23.17037086855466,2,0.1,0.7909899353981018,11.607415676116943,0.0,4577.912322998047,23029.112701416016,100.0,0,0,-1.0,-1.0,-1.0,-1.0,0.47354722023010254,1.0,1.0,-2.407788049340248,24.653947830200195,24.653947830200195,24.653947830200195
PPO,4,3,0.0,23.0,2,0.1,0.8982359766960144,13.047256469726562,0.0,2856.6441345214844,25885.7568359375,100.0,0,0,-1.0,-1.0,-1.0,-1.0,0.22566881775856018,1.0,1.0,-1.428360963435116,24.48855209350586,24.48855209350586,24.48855209350586
PPO,4,4,0.0,23.17037086855466,2,0.1,0.9744700193405151,13.246618747711182,0.0,395.5347595214844,26281.291595458984,100.0,0,0,-1.0,-1.0,-1.0,-1.0,-0.1287536919116974,1.0,1.0,-0.19776737976074218,24.356733322143555,24.356733322143555,24.356733322143555
PPO,4,5,0.0,23.66987298107781,2,0.1,1.0,13.246618747711182,1.1245324611663818,0.0,26281.291595458984,100.0,0,0,-1.0,-1.0,-1.0,-1.0,-0.5070092678070068,1.0,1.0,-0.0,24.288047790527344,24.288047790527344,24.288047790527344
PPO,4,6,0.0,24.464466094067262,2,0.1,1.0,13.246618747711182,3.446227788925171,0.0,26281.291595458984,100.0,0,0,-1.0,-1.0,-1.0,-1.0,-0.8490557670593262,1.0,0.9066261053085327,-0.0,24.305688858032227,24.305688858032227,24.305688858032227
PPO,4,7,0.0,25.5,2,0.1,1.0,13.246618747711182,6.296227693557739,0.0,26281.291595458984,100.0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.6897141933441162,-0.0,24.425119400024414,24.425119400024414,24.425119400024414
PPO,4,8,0.0,26.705904774487397,0,0.1,1.0,13.246618747711182,9.146227598190308,0.0,26281.291595458984,100.0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,0.7178878784179688,0.08446771651506424,-0.0,24.6531982421875,24.6531982421875,24.6531982421875
PPO,4,9,0.0,28.0,0,0.1,1.0,13.246618747711182,11.996227502822876,0.0,26281.291595458984,100.0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,0.37134698033332825,-0.18858322501182556,-0.0,24.987878799438477,24.987878799438477,24.987878799438477
PPO,4,10,0.0,29.294095225512603,0,0.1,1.0,13.246618747711182,14.846227407455444,0.0,26281.291595458984,100.0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,0.16336725652217865,-0.3543393909931183,-0.0,25.418500900268555,25.418500900268555,25.418500900268555
PPO,4,11,0.0,30.5,0,0.1,1.0,13.246618747711182,17.575637340545654,0.0,26281.291595458984,100.0,0,0,-1.0,-0.8794098496437073,-1.0,-1.0,-1.0,0.05131537839770317,-0.4431684613227844,-0.0,25.806060791015625,25.926651000976562,25.926651000976562
PPO,4,12,0.0,31.535533905932738,0,0.1,1.0,13.246618747711182,20.161574363708496,0.0,26281.291595458984,100.0,0,0,-1.0,-0.7359370589256287,-1.0,-1.0,-1.0,-0.002442645840346813,-0.49310436844825745,-0.0,26.114944458007812,26.487539291381836,26.487539291381836
PPO,4,13,0.0,32.33012701892219,0,0.1,1.0,13.246618747711182,22.713278770446777,0.0,26281.291595458984,79.31690216064453,0,0,-1.0,-0.7051934003829956,-1.0,-0.9930220246315002,-1.0,-0.01700275018811226,-0.521431028842926,-0.0,26.4416561126709,27.07179832458496,27.064821243286133
PPO,4,14,0.0,32.829629131445344,0,0.1,1.0,13.246618747711182,25.242720365524292,0.0,26281.291595458984,74.07243347167969,0,0,-1.0,-0.7311269044876099,-1.0,-0.896629273891449,-1.0,-0.003956126980483532,-0.5303154587745667,-0.0,26.811580657958984,27.647581100463867,27.537931442260742
PPO,4,15,0.0,33.0,0,0.1,1.0,13.246618747711182,27.784470081329346,0.0,26281.291595458984,58.43235397338867,0,0,-1.0,-0.7673521041870117,-1.0,-0.8487951159477234,-1.0,0.02514619752764702,-0.5176881551742554,-0.0,27.197772979736328,28.182823181152344,27.932933807373047
PPO,4,16,0.0,32.829629131445344,0,0.1,1.0,13.246618747711182,30.383559942245483,0.0,26281.291595458984,52.49967575073242,0,0,-1.0,-0.8291792273521423,-1.0,-0.839821457862854,-1.0,0.07302208244800568,-0.4850735664367676,-0.0,27.590137481689453,28.647502899169922,28.26242446899414
PPO,4,17,0.0,32.33012701892219,0,0.1,1.0,13.246618747711182,33.09802174568176,0.0,26281.291595458984,47.318336486816406,0,0,-1.0,-0.9259220957756042,-1.0,-0.8770796656608582,-1.0,0.14653533697128296,-0.4271255135536194,-0.0,27.99005889892578,29.015766143798828,28.546274185180664
PPO,4,18,0.0,31.535533905932738,2,0.1,1.0,13.246618747711182,35.94802165031433,0.0,26281.291595458984,44.05097198486328,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,0.35735654830932617,-0.14584767818450928,-3.8079663515090942,28.344606399536133,29.267742156982422,28.845199584960938
PPO,4,19,0.0,30.5,2,0.1,1.0,13.246618747711182,38.7980215549469,0.0,26281.291595458984,42.19926452636719,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,0.5688433647155762,0.010334588587284088,-4.434056520462036,28.56014633178711,29.390968322753906,29.010679244995117
